Unnamed: 0,City,Price,Title,bedroom,ft
2664,42fairviewstfairleevt,1195,fairlee 3 bd room house for rent,3,1500
2665,littleton,650,one bedroom apartment,1,
2666,nan,1275,new 2 br apt in laconia nh,2,1000
2667,77belknapstreet,1125,belknap street,1,1000
2668,"607harvardstreet,manchesternh",1500,large (just renovated) 3 bedroom apt for rent,3,
2669,laconia,1255,give yourself a holiday gift this season...an apt.  apple ridge,2,984
2670,lebanon,2125,lebanon 3 br 2.5 bath with attached garage,2,1700
2671,nan,1650,"lee, nh-tri-level duplex",3,1400
2672,manchester,1710,"you'll find our apartments very ""apeeling"" at lofts of mill west #318",2,930
2673,59oldhacketthillrdmanchesternh,1810,"regency heights, exclusive 55+ living",2,1140
2674,50pointeplacedover,2100,dover nh pointe place apartment unit 212,2,1074
2675,nashua,2035,"get ""eggcited"" for lofts 34 in nashua set up a tour today",2,1340
2676,"hanoverstreet,claremont",975,in-law apartment for rent,1,554
2677,"80golfviewdrive,manchester",1550,greenview townhomes,2,1200
2678,nashua,1625,romaine calm lettuce pay your 1st months rent at lofts 34 in nashua,1,760
2679,1850frontstmanchesternh,1850,"regency west, luxury 55+ apartments",2,1140
2680,manchester,1145,there's no place like home  renovated  rural area  pet friendly ,1,
2681,3countryclubdrmanchesternh,1875,rivers edge condos in manchester luxury 55+ community,2,1470
2682,"108wmainstreet,merrimac,ma",1849,"luxury 55+ active adult community- coming soon to merrimac, ma",2,1071
2683,manchester,1145,1 bedroom  no carpet  laundry on site  southside manor  october,1,600
2684,manchester,1145,renovated  quiet  close to shopping  picnic table  call ,1,
2685,lebanon,2055,"short term lease, wheelchair access, on-site management, dog park",2,1093
2686,manchester,1660,november move  the lofts at mill #1  manchester,2,1044
2687,nashua,1400,two bedroom deluxe apartment,2,1037
2688,nashua,1440,2 bed corner unit - $100 off first months rent if you apply same day,2,832
2689,nashua,1345,one bedroom 646 sq ft  call us today,1,734
2690,nashua,1440,2 bed corner unit - $100 off first months rent if you apply same day,2,832
2691,nashua,1400,two bedroom deluxe apartment,2,1037
2692,nashua,1400,two bedroom deluxe apartment,2,1037
2693,nashua,1400,two bedroom deluxe apartment,2,1037
2694,nashua,1480,receive $100 off 1st months rent if you apply same day,2,1037
2695,keene/swanzey,1310,no worries about paying for heat-we pay for your heat water,2,
2696,nashua,1440,2 bed corner unit - $100 off first months rent if you apply same day,2,832
2697,nashua,1400,two bedroom deluxe apartment,2,1037
2698,"1400frontst.,manchester",1425,"regency place, premier 55+ apartments",1,750
2699,59oldhacketthillrdmanchesternh,1810,"regency heights, exclusive 55+ living",2,1140
2700,"80golfviewdrive,manchester",1550,greenview townhomes,2,1200
2701,1850frontstmanchesternh,1850,"regency west, luxury 55+ apartments",2,1140
2702,3countryclubdrmanchesternh,1875,rivers edge condos in manchester luxury 55+ community,2,1470
2703,southnashua,1450,walk to restaurants  shopping smoke-free 1 bedroom in nashua,1,560
2704,lebanon,1660,"storage, built in microwave, package receiving, recycling, clubhouse",1,697
2705,7nstreethamptonnh,950,winter rental,3,
2706,winnacunnetrd,1300,"200 yds from ""the wall"" at north beach",2,900
2707,"108wmainstreet,merrimac,ma",1600,"luxury 55+ active adult community- coming soon to merrimac, ma",2,889
2708,nashua,1825,"🍩  ""donut"" pass up this property  ask about free rent",2,1066
2709,concord,1750,"concord, nh - 1 bd, furnished apartment at alton woods",1,659
2710,manchester,1700,☎call today time is running out on savings at carisbrooke,2,1125
2711,nan,1700,✂✂✂ move in specials call now and cut down some costs manche,2,1125
2712,laconia,1255,celebrate the holidays in your new laconia apartment,2,984
2713,keene,1295,stop this is the 1br in keene you've been looking for,1,
2714,laconia,1500,lakeport/laconia 3 bedroom,3,1300
2715,22weststreet,700,roommate - $700 utilities included,3,1060
2716,manchester,1810,renovated and modern apartment living right in manchester (207),2,1035
2717,newportnh,1350,brand new 3 bedroom in newport,3,1400
2718,milford,875,"many new features in the in-town rental home with new electric,plumbin",2,1123
2719,nashua,2460,free rent is just the cherry🍒 on top of these lofts,3,1622
2720,"brookhollow,hanovernh",1200,"large 1-bedroom, fully furnished",1,800
2721,nashua,2320,"🎶 we've got blank apartments, so come write your name lofts 34 #133",3,1530
2722,nashua,1795,apartment searching leaving teardrops on your guitar lofts 34 #301,2,908
2723,nashua,1425,top floor corner unit 2br home ready now,2,1050
2724,"1400frontst.,manchester",1425,"regency place, premier 55+ apartments",1,750
2725,dovernh,1300,downtown dover cozy 3 bedroom,3,800
2726,59oldhacketthillrdmanchesternh,1810,"regency heights, exclusive 55+ living",2,1140
2727,"80golfviewdrive,manchester",1550,greenview townhomes,2,
2728,nashua,1795,welcome to the lofts. they've been waiting for you lofts 34 #108,2,1098
2729,nashua,1795,🌂 no rain inside lofts 34  call for an appointment,2,1098
2730,1850frontstmanchesternh,1850,"regency west, luxury 55+ apartments",2,1140
2731,3countryclubdrmanchesternh,1875,rivers edge condos in manchester luxury 55+ community,2,1470
2732,"108wmainstreet,merrimac,ma",1849,"luxury 55+ active adult community- coming soon to merrimac, ma",1071ft2,
2733,laconia,1255,apple ridge is the apple of laconia come check out your new home,2,984
2734,manchester,1785,better hurry these mill apartments fly #129,2,1012
2735,89fourthst,1075,2 bedroom,2,
2736,keenearea,400,horse barn 5 boxstalls in a row on 50 acres,,
2737,manchester,1785,loft-style living in manchester #115,2,1012
2738,manchester,1810,start november right with a new apartment #217,2,1035
2739,londonderry,1975,well maintained 3 br in great location,3,2005
2740,laconia,1000,for jen and gayle only,2,
2741,"wellsriver,vt",1000,3 bedroom house for rent,3,1600
2742,nashua,1600,reduced - 3br/1 bath single family home in nashua,3,
2743,nearstjoeshospital,1300,quiet 2 bedroom,2,900
2744,tamworth,475,efficiency apartment for rent in tamworth (chocorua),,
2745,salem,1475,"historic home, large back yard",3,1158
2746,nan,925,1 bedroom with den apartment.,1,
2747,holderness,750,small loft apartment for rent,1,
2748,newlondon,1550,"private, sunny and close to town",1,
2749,marlborough,750,sunny studio apartment 10 minutes to keene,,
2750,31chestnut,1250,nashua 2 bedroom,2,
2751,348southmainstreet,650,laconia 1bedroom,,
2752,bellowsfallstemp,1200,3 bedroom 2bth great schools delightful,5,1829
2753,laconia,1255,wooded viewprivate patiostainless applianceslaconiawasher/dryer,2,984
2754,"108wmainstreet,merrimac,ma",1849,"luxury 55+ active adult community- coming soon to merrimac, ma",2,1071
2755,keene,649,limited availability - off campus living near downtown keene,4,
2756,keene,649,limited availability - off campus living near downtown keene,4,
2757,keene,649,limited availability - off campus living near downtown keene,4,
2758,manchester,1635,"lifestyle, location and pet friendly at lofts of mill west #104",2,930
2759,manchester,1145, walk to get your coffee in the morning  close to shopping ,1,
2760,manchester,1145, walk to get your coffee in the morning  close to shopping ,1,
2761,manchester,1145,"no carpets, no maintenance, no shoveling - 1 bedroom - october -",1,600
2762,manchester,1145, charming and near shopping  bamboo floors  october move ,1,600
2763,"80golfviewdrive,manchester",1550,greenview townhomes,2,1200
2764,59oldhacketthillrdmanchesternh,1810,"regency heights, exclusive 55+ living",2,1140
2765,nashua,1625,carve out a great life at lofts 34 in nashua #307,1,934
2766,1850frontstmanchesternh,1850,"regency west, luxury 55+ apartments",2,1140
2767,3countryclubdrmanchesternh,1875,rivers edge condos in manchester luxury 55+ community,2,1470
2768,laconia,1255,live where the world comes to play  lakes region in laconia,2,984
2769,39congress,1775,market square -spacious 1/1.5 bath,1,810
2770,nashua,2950,"bring your ""furry family"" we're pet friendly at lofts 34 in nashua",3,1869
2771,rye,2700,furnished winter rental on 3 acres-walk to beach-pet ok-great schools,4,2300
2772,manchesternh,1160,"we've found your next apartment, and it's amazing",1,650
2773,nan,1700,24 hr maintenance at carisbrooke 2b1b available now manchester nh,2,1125
2774,nan,1250,"2 br - really nice, washer, dryer, dishwasher, micro",2,825
2775,nan,1330,☎last unit available amazing floor plan coming up 2b2b manchester,1,1125
2776,lebanon,1705,"spacious closets, public transportation, wheelchair access, storage",1,697
2777,portsmouth,1400,"walking distance to downtown, cute, and cozy - must see",1,700
2778,downtownnashuanh,1750,2 bedroom - large with river view,2,1297
2779,nan,1970,"2 bedroom - on-site management staff, mini blinds, granite countertops",2,1097
2780,portsmouth,1175,portsmouth nh minutes walk to downtown,1,
2781,swanzey,1255,"professionally managed, walk in closets, exterior storage",2,1018
2782,swanzey,1354,"modern appliances, laundry facility, walk in closets",2,1079
2783,salisbury,1375,3 bedroom house for rent,3,
2784,nan,2128,"2 bedroom - 24-hour fitness center, mini blinds, on-site management staff",2,1097
2785,nan,1780,"2 bedroom - seasonal heated pool with sundeck, mini blinds, plank flooring",2,949
2786,nan,1845,"2 bedroom - lighted tennis  basketball courts, carports available",2,949
2787,"108wmainstreet,merrimac,ma",1600,"luxury 55+ active adult community- coming soon to merrimac, ma",2,889
2788,nan,1649,"1 bedroom - on-site management staff, mini blinds, carports available",1,739
2789,laconia,994,call today to income qualify for our waitlist,2,973
2790,nashua,1495,renovated 2br w/ great living space and private wooded view,2,980
2791,83merrimacstreet,2600,portsmouth executive furnished condo rental,2,900
2792,lebanon,2020,"storage, community garden space, open, covered  garage parking",2,1010
2793,hollis,1200,in-law apartment,3,1100
2794,nashua,1475,"✔✔✔ check it out  cat friendly, smoke free 2 br available",750ft2,
2795,30chestnutstreet,1150,nashua downtown,1,600
2796,nan,1649,"1 bedroom - oversized garden tubs, granite countertops, carports avail",1,739
2797,"1400frontst.,manchester",1425,"regency place, premier 55+ apartments",1,750
2798,"80golfviewdrive,manchester",1550,greenview townhomes,2,1200
2799,59oldhacketthillrdmanchesternh,1810,"regency heights, exclusive 55+ living",2,1140
2800,laconia,1255,don't you deserve stainless steel applianceswe have it all in laconia,2,984
2801,3countryclubdrmanchesternh,1875,rivers edge condos in manchester luxury 55+ community,2,1470
2802,winter,1195,updated two bedroom apartment,2,
2803,1850frontstmanchesternh,1850,"regency west, luxury 55+ apartments",2,1140
2804,nashua,2175,fall in love at lofts 34#226,3,1346
2805,lebanon,1635,"clubhouse, cable ready, high speed internet, spacious closets",1,697
2806,"108wmainstreet,merrimac,ma",1849,"luxury 55+ active adult community- coming soon to merrimac, ma",2,1071
2807,northhampton/hampton,1099,one bedroom available on the sand,1,
2808,brooklinenh,1250,brookline nh mobile home for rent,3,
2809,nashua,1795,night owlthere's so many coffee shops right herelofts 34#,2,1098
2810,nashua,2115,🔥smoking deal🔥1 month free on a 15 month lease 🔥336,2,1392
2811,hampsteadnh,2700,home/cottage rent november-may,3,1100
2812,nashua,3500,like big lofts and cannot lie lofts 34 #425,4,2977
2813,swanzey,1354,"modern fixtures, on site professional mgmt, walk in closets",2,1079
2814,nashua,1795,stop monkeying around 🐒 move to lofts 34  324,2,1098
2815,nan,1700,✂✂✂ move in specials call now and cut down some costs manche,2,1125
2816,laconia,1249,call today to income qualify for our waitlist,3,1203
2817,nan,1700,►►two bedrooms pet friendly - manchester ◄,2,1125
2818,swanzey,1255,"schedule a tour, walk in closets, heat included",2,1018
2819,nan,1970,"2 bedroom - full-size washer and dryer in each home, granite counterto",2,1097
2820,"52mastroad,lee",850,one bedroom heat and hot water included,1,
2821,hampton,1495,2 bed 1 bath,2,1000
2822,75oldprovencerd,1800,sunapee chalet rental,3,1100
2823,portsmouth,2400,charming portsmouth appt for rent,1,700
2824,portsmouthnh,2000,rare opening in portsmouth,1,1700
2825,portsmouth,2200,lovely south end apartment,2,
2826,tilton/sanbornton,1400,3 bedroom heated $1400. month,2,
2827,somersworth,700,apt for rent,1,650
2828,15westswanzeynh,1750,unicron property management - 15 west st swanzey nh,3,1244
2829,manchester,1650,spacious and bright 2 bedroom with garage,2,1200
2830,hamptonfalls,1800,single family 2 bedroom home,,
2831,amherstnh,2150,townhouse 2 bd 2.5 ba + finished basement,2,2140
2832,pittsfield,2100,3 bedroom 2 and a half bath,3,
2833,"108wmainstreet,merrimac,ma",1849,"luxury 55+ active adult community- coming soon to merrimac, ma",2,1071
2834,nashua,1795,🍷 🍸 easy living steps from nashua's downtown🍹 🍺,2,1099
2835,"80golfviewdrive,manchester",1550,greenview townhomes,2,1200
2836,manchester,1810,renovated and modern apartment living right in manchester (215),2,1035
2837,manchester,2600,"2 bedroom, tower room apartment overlooking manchester (213)",2,1430
2838,nashua,1870,🐾have a view while walking your dogs on nashua's riverwalk 411🐶,2,1099
2839,59oldhacketthillrdmanchesternh,1810,"regency heights, exclusive 55+ living",2,1140
2840,3countryclubdrmanchesternh,1875,rivers edge condos in manchester luxury 55+ community,2,1470
2841,nan,1330,►►two bedrooms pet friendly - manchester ◄,2,760
2842,1850frontstmanchesternh,1850,"regency west, luxury 55+ apartments",2,1140
2843,nan,1700,move in special $300off first month call today,2,1125
2844,lebanon,1686,"on-site management, community garden space, patio/balcony, bike racks",1,697
2845,167whollisst,975,1 bed 1 bath apartment in nashua,1,
2846,portsmouth,3499,beautiful 2 bedroom waterfront townhouse,2,1200
2847,243mainstreet,950,1 bedroom in downtown,1,
2848,manchester,1145,1 bedroom - snow is coming - southside manor - move now -,1,600
2849,lebanonnh,2175,its your year to host the holidays at prospect hills,2,1020
2850,manchester,1145,"no carpets, no maintenance, no shoveling - 1 bedroom - october -",1,600
2851,manchester,1145,renovated  quiet  close to shopping  picnic table  call ,1,
2852,manchester,1145,1 bedroom  no carpet  laundry on site  southside manor  october,1,600
2853,townsend,1500,3 bedroom townhouse,3,
2854,dover,900,"1 bedroom, 1 bath heat and hot water included.",1,
2855,"11cooperlane,bedford",2000,bedford hills-3 bedroom apartment available,3,1258
2856,nan,1650,"1 bedroom 1bath, all utilities included",,
2857,manchester,1660,"right around the corner, near everywhere you want to be. unit 318",2,1044
