City,Price,Title,bedroom,ft,price_per_ft,price_per_br
lebanon,1695,nest thermostats package receiving public transportation dog park,1,697,2.431850789,1695
lebanon,1695,patiobalcony nest thermostats wheelchair access short term lease,1,697,2.431850789,1695
lebanon,1695,recycling business center storage on site management bike racks,1,697,2.431850789,1695
lebanon,1705,spacious closets public transportation wheelchair access storage,1,697,2.446197991,1705
lebanon,1725,high speed internet free weights public transportation dog park,1,697,2.474892396,1725
lebanon,1725,high speed internet stainless steel appliances on site maintenance,1,697,2.474892396,1725
lebanon,1765,central air conditioning package receiving bike racks free weights,1,697,2.532281205,1765
lebanon,1765,on site maintenance stackable washer and dryer in apartment homes,1,697,2.532281205,1765
lebanon,1775,built in microwave cable ready high speed internet storage,1,697,2.546628407,1775
lebanon,1785,public transportation built in microwave clubhouse bike racks,1,697,2.56097561,1785
lebanon,1790,cable ready high speed internet built in microwave views available,1,697,2.568149211,1790
lebanon,1790,dog park public transportation wheelchair access fitness center,1,697,2.568149211,1790
lebanon,1845,2 or 3 bedroom townhome available this month   fireplace  garage,2,1020,1.808823529,922.5
lebanon,1845,2 or 3 bedroom townhouse wi be available this month   ca now  ,2,1020,1.808823529,922.5
lebanon,1845,complete modern living,2,1020,1.808823529,922.5
lebanon,1845,cozy up this fa at prospect hi,2,1020,1.808823529,922.5
lebanon,1845,enjoy the winter festivities   garage  fireplace  ,2,1020,1.808823529,922.5
lebanon,1845,mountains   close to dhmc   2 bedroom   garage   fireplace  ,2,1020,1.808823529,922.5
lebanon,1845,mountains skiing fireplace garage   have it a  ,2,1020,1.808823529,922.5
lebanon,1845,quaint living at prospect his,2,1020,1.808823529,922.5
lebanon,1845,winter is coming   fireplace and garage in this 3 bedroom townhouse  ,2,1020,1.808823529,922.5
lebanon,1900,central air conditioning elevators in select buildings recycling,2,999,1.901901902,950
lebanon,1900,fitness center recycling public transportation elevator storage,2,1000,1.9,950
lebanon,1900,views available on site maintenance high speed internet storage,2,999,1.901901902,950
lebanon,1940,built in microwave recycling spacious closets storage clubhouse,2,1000,1.94,970
lebanon,1940,elevators in select buildings patiobalcony on site management,2,999,1.941941942,970
lebanon,1945,storage package receiving elevators in select buildings clubhouse,1,743,2.617765814,1945
lebanon,1960,laundry service pick up and delivery elevator views available,2,1010,1.940594059,980
lebanon,1975,package receiving laundry service pick up and delivery clubhouse,2,999,1.976976977,987.5
lebanon,2000,business center refrigerator with ice maker fitness center storage,2,999,2.002002002,1000
lebanon,2000,high ceilings in select apartment homes central air conditioning,2,1000,2,1000
lebanon,2000,high ceilings in select apartment homes storage patiobalcony,2,1000,2,1000
lebanon,2000,patiobalcony spacious closets built in microwave dog park,2,1000,2,1000
lebanon,2010,wheelchair access spacious closets built in microwave free weights,2,1010,1.99009901,1005
lebanon,2020,short term lease clubhouse spacious closets bike racks elevator,2,1000,2.02,1010
lebanon,2020,storage community garden space open covered  garage parking,2,1010,2,1010
lebanon,2055,short term lease wheelchair access on site management dog park,2,1093,1.880146386,1027.5
lebanon,2060,business center community garden space spacious closets dog park,2,999,2.062062062,1030
lebanon,2060,dog park patiobalcony central air conditioning wheelchair access,2,1010,2.03960396,1030
lebanon,2060,fitness center patiobalcony recycling public transportation,2,999,2.062062062,1030
lebanon,2110,just perfect 3 br at prospect his coming soon,3,1706,1.236811254,703.3333333
lebanon,2125,lebanon 3 br 25 bath with attached garage,2,1700,1.25,1062.5
lebanon,2125,quaint living at prospect his,2,1020,2.083333333,1062.5
lebanon,2125,your new home is at prospect his,2,1020,2.083333333,1062.5
lebanon,2125,3 bedroom townhouse   garage   available now  ,3,1706,1.245603751,708.3333333
lebanon,2125,amazing 3 bedroom 25 bathroom townhouse   garage,3,1706,1.245603751,708.3333333
lebanon,2125,at last this is what you've been searching for,3,1706,1.245603751,708.3333333
lebanon,2125,close to dhmc   plowing done for you   garage  ,3,1706,1.245603751,708.3333333
lebanon,2125,come home for the holidays,3,1706,1.245603751,708.3333333
lebanon,2125,come home with confidence at prospect hi unit 49,3,1706,1.245603751,708.3333333
lebanon,2125,cozy up to the fireplace   car in the garage   townhouse  ,3,1706,1.245603751,708.3333333
lebanon,2125,enjoy a garage and no shoveling   3 bedroom townhouse,3,1706,1.245603751,708.3333333
lebanon,2125,experience the prospect his lifestyle unit 49,3,1706,1.245603751,708.3333333
lebanon,2125,fa in love with your 3 bedroom townhouse   garage  ,3,1706,1.245603751,708.3333333
lebanon,2125,fireplace   garage   3 bedroom   november move  ,3,1706,1.245603751,708.3333333
lebanon,2125,garage   fireplace   2 or 3 bedrooms   townhouse  ,3,1706,1.245603751,708.3333333
lebanon,2125,garage   fireplace   3 bedrooms   move this month  ,3,1706,1.245603751,708.3333333
lebanon,2125,granite fireplace garage 3 br 25 ba in lebanon,3,1706,1.245603751,708.3333333
lebanon,2125,great looking townhouse prospect his,3,1706,1.245603751,708.3333333
lebanon,2125,home for the holidays  prospect his,3,1706,1.245603751,708.3333333
lebanon,2125,how home should feel   prospect hi,3,1706,1.245603751,708.3333333
lebanon,2125,life just got better at prospect hi (39),3,1706,1.245603751,708.3333333
lebanon,2125,location community quality living it starts here,3,1706,1.245603751,708.3333333
lebanon,2125,love living near skiing and the mountains   november  ,3,1706,1.245603751,708.3333333
lebanon,2125,move in november   propane fireplace   garage  ,3,1706,1.245603751,708.3333333
lebanon,2125,move to a 3 bedroom townhouse with garage and fireplace  ,3,1706,1.245603751,708.3333333
lebanon,2125,near dhc  townhouse   garage   3 bedroom   november  ,3,1706,1.245603751,708.3333333
lebanon,2125,near dhmc   3 bedroom townhouse   garage   fireplace  ,3,1706,1.245603751,708.3333333
lebanon,2125,need to move next week   fa into this townhouse,3,1706,1.245603751,708.3333333
lebanon,2125,propane fireplace and garage   a set for winter  ,3,1706,1.245603751,708.3333333
lebanon,2125,prospect his in lebanon has a beautiful 3 bedroom townhouse,3,1706,1.245603751,708.3333333
lebanon,2125,prospect his in lebanon has a beautiful 3 br unit,3,1706,1.245603751,708.3333333
lebanon,2125,sit back relax your new home awaits,3,1706,1.245603751,708.3333333
lebanon,2125,spacious modern living prospect his,3,1706,1.245603751,708.3333333
lebanon,2125,townhouse   yard   patio   fireplace   pet friendly  ,3,1706,1.245603751,708.3333333
lebanon,2125,townhouse garage 25 bathrooms   3 bedroom   move in november  ,3,1706,1.245603751,708.3333333
lebanon,2129,luxury location and convenience unit 39,3,1706,1.247948417,709.6666667
lebanon,2175,its your year to host the holidays at prospect his,2,1020,2.132352941,1087.5
lebanon,2175,great looking townhouse coming soon prospect his,3,1706,1.274912075,725
lebanon,2175,location community quality living it starts here,3,1706,1.274912075,725
lebanon,2175,prospect his in lebanon has a beautiful 3 br unit,3,1706,1.274912075,725
lee,900,$ 900  lee nh sma 2 brm 2 nd floor,2,600,1.5,450
lee,925,bright immaculate in lee,1,800,1.15625,925
lee,1010,7 cedarwood estates calef hwy (lee),2,950,1.063157895,505
lee,1100,2 bedroom 1 bathroom apartments in lee,2,800,1.375,550
lee,1600,2 bedroom apt (half of a duplex),2,1000,1.6,800
lee,1650,lee nh tri level duplex,3,1400,1.178571429,550
lincoln,1400,townhouse for rent in lincoln nh,2,1300,1.076923077,700
lisbon,875,sunny unique 2 bedroom apartment in lisbon,2,850,1.029411765,437.5
lisbon,1100,2br 15ba a included,2,1000,1.1,550
litchfield,1580,brand new townhomes for rent beautiful open concept,2,1318,1.198786039,790
littleton,750,can be fixed up 3 bedroom trailer,3,930,0.806451613,250
littleton,795,good 3 bedroom trailer,3,940,0.845744681,265
littleton,850,good 3 bedroom manufactured house,3,940,0.904255319,283.3333333
littleton,895,nice 3 bedroom and 2 fu bath home,3,940,0.95212766,298.3333333
littleton,995,nice possible 4 bedroom house can make it 2 fu baths,4,1610,0.618012422,248.75
londonderry,1700,new construction londonderry beautiful apartments,2,980,1.734693878,850
loudon,1200,2br country apt,2,960,1.25,600
loudon,1200,2br duplex,2,960,1.25,600
loudon,1780,duplexcondo,3,1800,0.988888889,593.3333333
loudon,1780,duplextownhouse,3,1700,1.047058824,593.3333333
lyme,800,studio apartment for rent,1,1800,0.444444444,800
lyme,1400,chic studio apartment,1,750,1.866666667,1400
madison,3400,high end  2 bedroom townhouse near downtown portsmouth,2,1700,2,1700
manchester,700,manchester nh √•Æ√•≠√§Ωè√•Æ√ßö√ß≤√ß√§πã,2,864,0.810185185,350
manchester,750,renovated studio first floor off street parking,1,425,1.764705882,750
manchester,750,spacious 3 bedroom 3 bath home for rent in great location,3,1344,0.558035714,250
manchester,800,available dec 1 nicespacious 3 bed wheathw,3,790,1.012658228,266.6666667
manchester,833,sooooo affordable dishwasher in kitchen fuy applianced,2,1299,0.64126251,416.5
manchester,849,price reduced   save here     studio with free utilities,1,300,2.83,849
manchester,849,ready now free utilities  studio  no security deposit to pay,1,300,2.83,849
manchester,850,1 bedroom apt   ht  ht water included  ,1,575,1.47826087,850
manchester,875,one bedroom apartment at $875 mo,1,700,1.25,875
manchester,879,è cute  affordable studio apartment   a utilities included,1,273,3.21978022,879
manchester,879,low price    save here     studio with free utilities,1,300,2.93,879
manchester,879,move in ready free utilities  studio  no security deposit to pay,1,300,2.93,879
manchester,879,heat included with this studio apartment home,1,273,3.21978022,879
manchester,899,utils included in this 2 room studio apt low price big value,2,319,2.818181818,449.5
manchester,925,1 bedroom apartment on dead end on west side,1,500,1.85,925
manchester,950,west manchester first floor one bedroom,1,950,1,950
manchester,995, heat and hot water ,1,1200,0.829166667,995
manchester,995,3rd floor with heat  hot water,1,1200,0.829166667,995
manchester,995,convenient location heat  hot water,1,1200,0.829166667,995
manchester,995,for rent historic downtown manchester,1,700,1.421428571,995
manchester,995,furnished condo 1 bed 1 bath,1,630,1.579365079,995
manchester,995,heat  hot water,1,1200,0.829166667,995
manchester,1000,1 bedroom west side heated fu size washer dryer free internet,1,700,1.428571429,1000
manchester,1000,a utilities incl $1000   2br  753 sq ft,2,753,1.328021248,500
manchester,1000,separate living room 587 lincoln st 2 beds 1 bath,2,1250,0.8,500
manchester,1000,special 2 bedroom a utilities included $1000,2,753,1.328021248,500
manchester,1029,ùâlarge 1 br apt with large closets and parking,1,660,1.559090909,1029
manchester,1029,open a new door with red oak apartment homes wood plank flooring,1,660,1.559090909,1029
manchester,1029,save time save money live with red oak wood plank flooring,1,660,1.559090909,1029
manchester,1029,you're going to like what you see wood plank flooring,1,660,1.559090909,1029
manchester,1050,large 1 bedroom plus 1 offstreet parking spot,1,1050,1,1050
manchester,1050,2 bedroom wheat  hw included,2,728,1.442307692,525
manchester,1059,large sunny and unique 1 br w built in hutch and dining room,1,752,1.408244681,1059
manchester,1069,amazing 2 room studio now available  opera block location,2,560,1.908928571,534.5
manchester,1069,free    downtown parking    2 room studio    at the opera block,2,560,1.908928571,534.5
manchester,1069,luxury 2 room  studio  available  downtown manchester ,2,560,1.908928571,534.5
manchester,1079,  enjoy free heat   1 bedroom   no sec deposit required,1,468,2.305555556,1079
manchester,1079, come tour today    1 bedroom apartment   heat is free,1,468,2.305555556,1079
manchester,1079, free heat wi keep you warm a winter non smoking,1,468,2.305555556,1079
manchester,1079,beautiful second floor apartment available soon,1,468,2.305555556,1079
manchester,1079,large 1 bedroom apartment free heat   no security deposit required,1,468,2.305555556,1079
manchester,1079,we are giving tours today   non smoking  1 br apartment   free heat,1,468,2.305555556,1079
manchester,1095,$1095 nice 1st floor 2 bedroom (near eiot hospital),2,865,1.265895954,547.5
manchester,1099,looking for a one bedroom look no more,1,633,1.736176935,1099
manchester,1099,on the hunt for a one bedroom apartment look no more,1,633,1.736176935,1099
manchester,1099,top floor 1 bedroom with a balcony mean't for sunsets,1,633,1.736176935,1099
manchester,1099,you' be thankful you picked sunset ridge,1,633,1.736176935,1099
manchester,1100,sunny  spacious,2,1000,1.1,550
manchester,1100,two bedroom condo in pinewood estates,2,920,1.195652174,550
manchester,1100,3 bedroom very large apartment available,3,1200,0.916666667,366.6666667
manchester,1100,live life in style 102 conant st  1 3 beds 2 bath,3,1527,0.720366732,366.6666667
manchester,1122, special $1122  922ft2   2bdrm townhouse w a utilities included,2,922,1.21691974,561
manchester,1122,2bdrm townhome a utilities included,2,922,1.21691974,561
manchester,1122,2bdrm townhome w a utilities included,2,922,1.21691974,561
manchester,1122,special 2bdrm townhouse w a utilities included,2,922,1.21691974,561
manchester,1125,5 rooms 2 bed apartment 2nd floor in quiet clean house,2,1120,1.004464286,562.5
manchester,1139,first floor   handicap accessible apartment for rent,1,633,1.799368088,1139
manchester,1139,hanicapped acc     pet friendly 1 br  no sec deposit,1,633,1.799368088,1139
manchester,1145,  don't wait ca today   southside manor   december 15th  ,1,600,1.908333333,1145
manchester,1145, charming and near shopping  bamboo floors  october move ,1,600,1.908333333,1145
manchester,1145,1 bedroom   rural   southside manor   november  ,1,600,1.908333333,1145
manchester,1145,1 bedroom   snow is coming   southside manor   move now  ,1,600,1.908333333,1145
manchester,1145,1 bedroom  no carpet  laundry on site  southside manor  october,1,600,1.908333333,1145
manchester,1145,1 bedroom available to move into this month   ca today  ,1,600,1.908333333,1145
manchester,1145,a 1 bedroom apartment for december 10th   ca today  ,1,600,1.908333333,1145
manchester,1145,a higher quality of living come by and see us,1,600,1.908333333,1145
manchester,1145,a higher quality of living welcome to southside manor (4 35),1,600,1.908333333,1145
manchester,1145,bamboo flooring   granite counters   on site laundry  ,1,600,1.908333333,1145
manchester,1145,beautiful areas to walk around   rural   move in november  ,1,600,1.908333333,1145
manchester,1145,bring your fury pal to this pet friendly community  ,1,600,1.908333333,1145
manchester,1145,ca and fa for these 1 bedroom apartments   pet friendly  ,1,600,1.908333333,1145
manchester,1145,ca to see southside manor   then ca it home  ,1,600,1.908333333,1145
manchester,1145,ca today   pet friendly   1st floor   move next week  ,1,600,1.908333333,1145
manchester,1145,check out this 1 bedroom to move into now   southisde manor  ,1,600,1.908333333,1145
manchester,1145,december move   1 bedroom   off street parking  ,1,600,1.908333333,1145
manchester,1145,everything you need a in one place   unit 1,1,600,1.908333333,1145
manchester,1145,everything you need a right here at southside manor,1,600,1.908333333,1145
manchester,1145,fa for these 1 bedroom apartments   first floor   october move  ,1,600,1.908333333,1145
manchester,1145,fa into a renovated 1 bedroom apartment   ca today  ,1,600,1.908333333,1145
manchester,1145,first floor   november move   1 bedroom   pet friendly  ,1,600,1.908333333,1145
manchester,1145,gobble up this rural area for walking   southside manor  ,1,600,1.908333333,1145
manchester,1145,great fa walks around with your pet   move next week  ,1,600,1.908333333,1145
manchester,1145,holiday's are coming   move before   1 bedroom  ,1,600,1.908333333,1145
manchester,1145,live better at southside manor unit 3,1,600,1.908333333,1145
manchester,1145,love where you live at southside manor,1,600,1.908333333,1145
manchester,1145,maintenance and shoveling done   pet friendly   ca today  ,1,600,1.908333333,1145
manchester,1145,manchester   1 bedroom   december move   ca today  ,1,600,1.908333333,1145
manchester,1145,manchester   december move   1 bedroom   ca today  ,1,600,1.908333333,1145
manchester,1145,manchester   rural area   move before the holiday's  ,1,600,1.908333333,1145
manchester,1145,manchester   rural area   pet friendly   southside manor   december  ,1,600,1.908333333,1145
manchester,1145,manchester's southside manor is waiting for you   ca  ,1,600,1.908333333,1145
manchester,1145,no carpets   bamboo flooring   laundry on site   southside manor  ,1,600,1.908333333,1145
manchester,1145,no carpets  fa move  renovated  rural area ,1,600,1.908333333,1145
manchester,1145,no carpets no maintenance no shoveling   1 bedroom   october  ,1,600,1.908333333,1145
manchester,1145,no maintenance   no snow removal   move next week  ,1,600,1.908333333,1145
manchester,1145,no shoveling   no maintenance   a done for you   november  ,1,600,1.908333333,1145
manchester,1145,pet friendly   fa for these 1 bedroom apartments   southside manor  ,1,600,1.908333333,1145
manchester,1145,remarkable value unbeatable location   southside manor,1,600,1.908333333,1145
manchester,1145,remarkable value unbeatable location beautiful (1 46),1,600,1.908333333,1145
manchester,1145,right around the corner near everywhere you want to be,1,600,1.908333333,1145
manchester,1145,rural   pet friendly   december move   ca today  ,1,600,1.908333333,1145
manchester,1145,rural area   close to shopping   laundry on site   southside manor  ,1,600,1.908333333,1145
manchester,1145,rural area   southside manor   move in december  ,1,600,1.908333333,1145
manchester,1145,search no further for a 1 bedroom to move to this month  ,1,600,1.908333333,1145
manchester,1145,shopping is near   no carpet   shoveling done for you   december move,1,600,1.908333333,1145
manchester,1145,snow removal wi be done for you   rural area  ,1,600,1.908333333,1145
manchester,1145,soon the snow wi be here   shoveling done for you   december  ,1,600,1.908333333,1145
manchester,1145,stress free living   move this month before snow comes  ,1,600,1.908333333,1145
manchester,1145,the sun is coming out   ca to see this 1 bedroom for dec  ,1,600,1.908333333,1145
manchester,1145,treat yourself to a new apartment for the holidays   1 bedroom,1,600,1.908333333,1145
manchester,1145,walk to get coffee or to shop   southside manor  ,1,600,1.908333333,1145
manchester,1145,warm up with our hot specials at southside manor,1,600,1.908333333,1145
manchester,1150,eiot hospital area   granite countertops,2,800,1.4375,575
manchester,1150,a pets welcome   apt for rent,3,900,1.277777778,383.3333333
manchester,1160,gracious  square foot apartment in manchester,1,650,1.784615385,1160
manchester,1160,we've found your next apartment and it's amazing,1,650,1.784615385,1160
manchester,1185,available now 1 bedroom apartments at colonial viage,1,720,1.645833333,1185
manchester,1185,spacious 1 bedroom manchester,1,640,1.8515625,1185
manchester,1195,don't miss it   west side clean  extra large 2 bedroom 2nd floor,2,1100,1.086363636,597.5
manchester,1200,2 bedroom 1 bath   manchester,2,1200,1,600
manchester,1200,2 bedroom duplex unit in a cul de sac north end,2,890,1.348314607,600
manchester,1200,beacon st  ( near derryfirld cc) great area,2,1210,0.991735537,600
manchester,1200,house share with river views gated community,2,2100,0.571428571,600
manchester,1200,3 bedroom off st parking,3,1100,1.090909091,400
manchester,1239, it's a pet friendly apartment in manchester,1,617,2.008103728,1239
manchester,1239, redstone apartments washerdryer in apt pet friendly,1,617,2.008103728,1239
manchester,1239,one of manchester's best places to live pet friendly options,1,617,2.008103728,1239
manchester,1239,private washerdryer in this newer non smoking 1 br apt,1,617,2.008103728,1239
manchester,1239,we keep our residents happy central air,1,617,2.008103728,1239
manchester,1239,you deserve it ™ no sec deposit required  1 bedroom apt non smoking,1,617,2.008103728,1239
manchester,1250,north end apartment,2,930,1.344086022,625
manchester,1250,duplex rental,3,1200,1.041666667,416.6666667
manchester,1250,large 3 bedroom apartment in manchester,3,1400,0.892857143,416.6666667
manchester,1259,2 bedroom for rent first floor on site laundry,2,733,1.717598909,629.5
manchester,1259,corner unit for rent be in your new apartment by christmas,2,733,1.717598909,629.5
manchester,1259,corner unit for rent open saturday  sunday,2,733,1.717598909,629.5
manchester,1259,enjoy the privacy of this corner 2 bedroom apartment,2,733,1.717598909,629.5
manchester,1259,first floor corner apartment for rent,2,733,1.717598909,629.5
manchester,1259,tour today    pet friendly 2 br  no sec deposit,2,733,1.717598909,629.5
manchester,1259, no security deposit  bonus renovated apartment,3,790,1.593670886,419.6666667
manchester,1259,is high rent making you sick feel better with this renovated apt,3,790,1.593670886,419.6666667
manchester,1289,spacious upscale 1 br on hanover wprivate parking skylight  brick,1,840,1.53452381,1289
manchester,1290,close to both highway and down town,2,1000,1.29,645
manchester,1295,first floor spacious sunny 2 bdrm 15 bath beautiful hardwoods,2,1100,1.177272727,647.5
manchester,1299, perfect apartment red oak would love to help you,2,833,1.55942377,649.5
manchester,1299, pet friendly and sunset views  2 bedroom apartment for rent,2,833,1.55942377,649.5
manchester,1299, red oak loves your pets cats  sma dogs rent today,2,833,1.55942377,649.5
manchester,1299, spacious apartment with dishwasher highway access,2,833,1.55942377,649.5
manchester,1299,õ  sunset's largest dog friendly 2 br apts,2,833,1.55942377,649.5
manchester,1299,be home for the holidays first floor 2 bedroom just right for you,2,833,1.55942377,649.5
manchester,1299,dog friendly 2 br at sunset ridge amenity rich community,2,833,1.55942377,649.5
manchester,1299,look  pet friendly 2 br at sunset ridge  upgraded kitchen,2,733,1.772169168,649.5
manchester,1299,move in next week     renovated     pet friendly 2 br  no sec deposit,2,733,1.772169168,649.5
manchester,1299,moving we have what you need avail mid december,2,833,1.55942377,649.5
manchester,1299,newly upgraded 2 br move in ready       pet friendly  no sec deposit,2,733,1.772169168,649.5
manchester,1299,non   smoking first floor 2 bedroom just in time for the holidays,2,833,1.55942377,649.5
manchester,1299,settle into your new 2 bedroom apartment in time for winter,2,833,1.55942377,649.5
manchester,1299,spend the holidays in your first floor apartment sma dog friendly,2,833,1.55942377,649.5
manchester,1299,start living at sunset ridge apartment homes today,2,833,1.55942377,649.5
manchester,1299,the weather wi turn cold rent this now during autumn,2,833,1.55942377,649.5
manchester,1299,welcome home to sunset ridge   we love cats  sma dogs,2,833,1.55942377,649.5
manchester,1300,country living  manchester nh'    next to  east industrial park,1,800,1.625,1300
manchester,1300,2 br apartment for rent,2,800,1.625,650
manchester,1300,close to both highway and down town,2,1000,1.3,650
manchester,1300,2 bedroom 1 bath,2,812,1.600985222,650
manchester,1300,4 bedroom   318 concord street manchester,4,1200,1.083333333,325
manchester,1310,one bedroom juniper style apartment,1,682,1.920821114,1310
manchester,1321,price drop   2 bed 2 bath $132100,2,985,1.341116751,660.5
manchester,1325,gorgeous 2 story victorian apt w garage mbr suite sunrm,2,1600,0.828125,662.5
manchester,1329,plan ahead avail 1212   perfect place to rest your head,1,861,1.543554007,1329
manchester,1329,  take $750 off   move in ready  lg 2 br2ba wprivate wd,2,853,1.558030481,664.5
manchester,1329, no security deposit required central air  washer  dryer,2,861,1.543554007,664.5
manchester,1329, rental special take $750 off pets welcome,2,861,1.543554007,664.5
manchester,1329,1st floor apartment with fu size wd  bathroom grab bars,2,861,1.543554007,664.5
manchester,1329,2 br w washer dryer available now $750 off 1st months rent,2,861,1.543554007,664.5
manchester,1329,check us out open 7 daysweek $750 off 1st month rent,2,861,1.543554007,664.5
manchester,1329,handicap accessible   1st floor apt   save $750 on december's rent,2,861,1.543554007,664.5
manchester,1329,handicap accessible   save $  2 bdrm 2 bath  two car parking,2,861,1.543554007,664.5
manchester,1329,must see ready now  take $750 off        large 2 br2ba wprivate wd,2,861,1.543554007,664.5
manchester,1329,new price  mi special handicap accessible,2,861,1.543554007,664.5
manchester,1329,rent now  receive $750 off 1st month's rent,2,861,1.543554007,664.5
manchester,1329,special price   3rd floor two bedroom with mi savings,2,861,1.543554007,664.5
manchester,1329,take $750 off  handicapped accessible   large 2 br2ba wprivate wd,2,861,1.543554007,664.5
manchester,1329,take $750 off your rent  great move in special  save big,2,861,1.543554007,664.5
manchester,1329,top floor 2 br for rent   $750 off 1st month rent large dog friendly,2,861,1.543554007,664.5
manchester,1329,we specialize in helping you find the perfect apt,2,861,1.543554007,664.5
manchester,1329,your search ends here non smoking apartment,2,861,1.543554007,664.5
manchester,1330,24 hr maintenance at carisbrooke 1b1b manchester nh,1,1125,1.182222222,1330
manchester,1330,two bedrooms pet friendly   manchester ,2,760,1.75,665
manchester,1345,2 bed 2 batha commuters dream,2,985,1.365482234,672.5
manchester,1349,  $750 off private wd and central ac 2 fu baths dogs ok,2,853,1.58147714,674.5
manchester,1349,1st floor apartment  $750 off 1st month rent tour today,2,853,1.58147714,674.5
manchester,1349,2 bedroom apartment home   move in now rental special,2,853,1.58147714,674.5
manchester,1349,boom    $750 off your 1st month     2 br2ba,2,853,1.58147714,674.5
manchester,1349,lovely 2 br apt waiting for you to make it home   $750 off,2,853,1.58147714,674.5
manchester,1349,moving we have a 2 br2ba w $750 off 1st month's rent,2,853,1.58147714,674.5
manchester,1349,redstone big dogs ok private washerdryer newly built $750 off,2,853,1.58147714,674.5
manchester,1349,you wi have alot to be thankful for w $750 off 1st month rent,2,853,1.58147714,674.5
manchester,1350,2 beds 1 bath apartment for rent,2,1400,0.964285714,675
manchester,1360,gracious  square foot apartment in manchester,2,975,1.394871795,680
manchester,1360,modern fuy equipped 2 bdr in great neighborhood,2,975,1.394871795,680
manchester,1360,the living is easy anytime  the deals are great now,2,975,1.394871795,680
manchester,1360,we've found your next apartment and it's amazing,2,975,1.394871795,680
manchester,1375,fuy renovated two bedroom apartment with carport,2,850,1.617647059,687.5
manchester,1379,1st floor two bedroom  two bath with wd   save $750,2,853,1.616647128,689.5
manchester,1381,apartment prices reduced ,2,985,1.402030457,690.5
manchester,1391,2 bed 2 bathmust see,2,985,1.412182741,695.5
manchester,1395,beautiful spacious north end 3 bedroom for rent,3,1350,1.033333333,465
manchester,1395,huge north end apt    3 bedrooms,3,1600,0.871875,465
manchester,1395,this is gorgeous,3,1500,0.93,465
manchester,1395,won't last   spacious north end 3 bedroom on 1st floor,3,1350,1.033333333,465
manchester,1400,2br in manchester north end duplex,2,1000,1.4,700
manchester,1400,apartment for rent,2,1200,1.166666667,700
manchester,1400,manchester 1st floor  2  bedroom  apartment,2,1500,0.933333333,700
manchester,1400,3 bedroom house,3,1100,1.272727273,466.6666667
manchester,1400,single family just rehabbed,3,1100,1.272727273,466.6666667
manchester,1400,updated 2nd fl apt new kitchen granite ss hardwood floors,3,900,1.555555556,466.6666667
manchester,1405,two bedroom apartments available now,2,985,1.426395939,702.5
manchester,1421,"$1,421 ",2,985,1.442639594,710.5
manchester,1421,north manchester 2 bedroom,2,993,1.43101712,710.5
manchester,1425,regency place  manchester's premier  community,1,750,1.9,1425
manchester,1425,regency place premier 55  apartments,1,750,1.9,1425
manchester,1425,spacious one bedroom unit regency place 55  community,1,750,1.9,1425
manchester,1425,regency place premier 55  apartments,2,750,1.9,712.5
manchester,1429, huge 3 bedroom with fu size washerdryer,3,1355,1.054612546,476.3333333
manchester,1429, red oak is a better value washerdryer in apartment,3,1355,1.054612546,476.3333333
manchester,1429, we are proud to present our beautiful modern apartments,3,1355,1.054612546,476.3333333
manchester,1429,need move space  here's a 3 bedroom apt  no security deposit,3,1355,1.054612546,476.3333333
manchester,1429,new listing   big 3 bedroom   no security deposit  wd in the apt,3,1355,1.054612546,476.3333333
manchester,1429,reserve your apt now for winter washerdryer,3,1355,1.054612546,476.3333333
manchester,1448,1 bedroom 3rd floor with a skylight and washer dryer,1,917,1.579062159,1448
manchester,1450,3 bedroom 1st floor   $1450,3,1400,1.035714286,483.3333333
manchester,1450,manchester kennard rd townhouse 3 bedroom $145000 month,3,1100,1.318181818,483.3333333
manchester,1451,dropping prices,2,985,1.473096447,725.5
manchester,1455,2 bd1 bth corner wheat  hot water included for coming cold,2,975,1.492307692,727.5
manchester,1455,come home for the holidays heat  hot water included pet friendly,2,975,1.492307692,727.5
manchester,1455,heat and hot water included smoke free great location next to 93293,2,975,1.492307692,727.5
manchester,1455,must see 2bd 1bth in ideal location wheat included  updated kitchen,2,975,1.492307692,727.5
manchester,1455,pet friendly corner unit 2bed 1 bath available now,2,975,1.492307692,727.5
manchester,1455,spacious 2 bedroom apartments starting at $1455 heat and hw include,2,975,1.492307692,727.5
manchester,1461,open and bright,2,985,1.483248731,730.5
manchester,1461,price drop,2,985,1.483248731,730.5
manchester,1461,prices keep dropping get 'em before they are gone,2,985,1.483248731,730.5
manchester,1461,two bedroom apartment for rent,2,985,1.483248731,730.5
manchester,1475,2 bedroom 2 bathroom manchester,2,981,1.503567788,737.5
manchester,1475,2bd1bath corner in elevator bldg available now,2,975,1.512820513,737.5
manchester,1475,heat  hot water included just in time for the cold,2,975,1.512820513,737.5
manchester,1475,top floor corner unit welevator available now,2,975,1.512820513,737.5
manchester,1495,1 bedroom 1 bathroom 735 sqft coming available,1,735,2.034013605,1495
manchester,1495,executive north end manchester heated furnished apartment,1,580,2.577586207,1495
manchester,1495,floor to ceiling windows in this gorgeous 1 bedroom,1,735,2.034013605,1495
manchester,1495,spacious renovated north end 3 bedroom (pets negotiable),3,1400,1.067857143,498.3333333
manchester,1495,don't miss it   west side clean  extra large 4 bedrooms 2nd floor,4,1600,0.934375,373.75
