City,Price,Title,bedroom,ft,price_per_ft,price_per_br
portsmouth,2850,downtown townhouse with parking,2,1600,1.78125,1425
portsmouth,2950,downtown portsmouth rental,2,1440,2.048611111,1475
portsmouth,3150,spacious 2 bedroom with lots of light and closets,2,1248,2.524038462,1575
portsmouth,3400,portsmouth townhouse,3,2100,1.619047619,1133.333333
portsmouth,3499,beautiful 2 bedroom waterfront townhouse,2,1200,2.915833333,1749.5
portsmouth,3999,downtown single family home,3,1567,2.552010211,1333
raymond,1500,beautiful 2br townhouse style,2,1066,1.407129456,750
revere,2000,spacious 2 bedroom revere 200000 month,2,1300,1.538461538,1000
rindge,1500,3 bedroom house,3,1333,1.12528132,500
rochester,1200,two bedroom condominium,2,1000,1.2,600
rochester,855,large 1 br starting  $855 available mid december,1,648,1.319444444,855
rochester,900,1 bedrm apartment,1,600,1.5,900
rochester,1050,one bedroom rochester downtown,1,800,1.3125,1050
rochester,1200,3 bedroom rooms big units; quiet area,3,1170,1.025641026,400
rochester,1200,amazing 3 bedroom apartment,3,1300,0.923076923,400
rochester,1250,2 bedroom condo,2,1100,1.136363636,625
rochester,1250,completely renovated 25 bedroom,3,800,1.5625,416.6666667
rochester,1250,renovated 3 bedroom,3,800,1.5625,416.6666667
rochester,1350,2  3 bedroom apartments,2,990,1.363636364,675
rochester,1495,renovated 15 bedroom cottage by the lake,2,750,1.993333333,747.5
rochester,1500,brook farm viage condo rentals ( 2bd townhouse ),2,1250,1.2,750
rochester,1500,large lower 3 bdrm huge yard laundry,3,1200,1.25,500
rochester,1800,townhouse for rent ,3,1500,1.2,600
rollinsford,1045,great town    quiet location    new hope housing,2,800,1.30625,522.5
royalridge,1483,on site recycling and large multi level fitness center with steam room,2,1000,1.483,741.5
royalridge,1533,maple cabinets  updated appliances  washers and dryers,2,1000,1.533,766.5
rye,350,christmas rental,3,1100,0.318181818,116.6666667
rye,1950,gorgeous estate like apartment,1,1200,1.625,1950
rye,2500,4  bedrooms  2 baths,4,2300,1.086956522,625
rye,2700,furnished winter rental on 3 acres walk to beach pet ok great schools,4,2300,1.173913043,675
salem,1000,carriage house,1,1000,1,1000
salem,1300,nice 2 bedroom apartment,2,750,1.733333333,650
salem,1475,historic home large back yard,3,1158,1.273747841,491.6666667
salem,1545,studio apartment home in salem nh,1,650,2.376923077,1545
salem,1900,3  bedroom single family home for rent,3,1200,1.583333333,633.3333333
salem,2100,3 bd duplex nice neighborhood,3,1700,1.235294118,700
salem,2170,luxury two bedroom apartment homes,2,1000,2.17,1085
salem,2195,brand new two bedroom apartment homes in salem nh,2,959,2.288842544,1097.5
salem,2195,gorgeous waterfront view salem lakefront 2 bedroom house,2,1198,1.832220367,1097.5
sanbornton,1650,3bd 2bth house for rent,3,2100,0.785714286,550
sandown,1213,dunbarton great schools 3 bedroom 15 bath meticulous stainless applia,5,1849,0.656030287,242.6
scarborough,1400,1 bedroom completely furnished a utilities included,1,800,1.75,1400
seabrook,1145,first month's rent free at rockingham viage apartments,1,570,2.00877193,1145
seabrook,1245,first month's rent free at rockingham viage apartments,2,740,1.682432432,622.5
seabrook,1595,only a few units left at rockingham viage apartments,3,1100,1.45,531.6666667
seabrook,1800,seabrook remoded year round home,3,1500,1.2,600
seacoast,850,for rent,1,850,1,850
somersworth,700,apt for rent,1,650,1.076923077,700
somersworth,925,last remaining studio  hhw included,1,392,2.359693878,925
somersworth,925,perfect size studio  hhw included  don't miss out on this,1,392,2.359693878,925
somersworth,975,one bedroom w heat and hot water included,1,750,1.3,975
somersworth,1350,somersworth nh 3 bed room 1 bath condo for rent  hhw included,3,860,1.569767442,450
somersworth,1425,sunny 3 bed duplex   somersworth,3,1400,1.017857143,475
southberwick,1600,2br15bath house for rent $1600   utilities,2,1500,1.066666667,800
stoddard,1350,stoddard 2 3 bedrooms,2,1000,1.35,675
strafford,900,beautiful 1 bedroom open concept log cabin waterfront,1,1000,0.9,900
strafford,2300,strafford nh,3,2300,1,766.6666667
stratham,1675,two bedroom townhouse style condo located in salt river condos,2,1560,1.073717949,837.5
sunapee,1500,short term housing rental winterski rental dhmc,3,1532,0.979112272,500
sunapee,1800,winter rental sunapee nh,3,1750,1.028571429,600
surry,1700,2 bath home,3,2400,0.708333333,566.6666667
sutton,1000,cozy 2br house,2,1000,1,500
swanzey,850,345 monadnock hwy,1,650,1.307692308,850
swanzey,995,swanzey main st  1 bedroom apt,1,800,1.24375,995
swanzey,1000,lovely studio apartment,1,875,1.142857143,1000
swanzey,1255,convenient location wa to wa carpet hot water included,2,1018,1.23280943,627.5
swanzey,1255,modern fixtures patio covered parking available,2,1018,1.23280943,627.5
swanzey,1255,perfect location spacious floor plans elevator,2,1018,1.23280943,627.5
swanzey,1255,professionay managed walk in closets exterior storage,2,1018,1.23280943,627.5
swanzey,1255,schedule a tour walk in closets heat included,2,1018,1.23280943,627.5
swanzey,1270,convenient location wa to wa carpet hot water included,2,1018,1.247544204,635
swanzey,1309,perfect location patio wa to wa carpet,2,1067,1.226804124,654.5
swanzey,1309,perfect location spacious floor plans elevator,2,1067,1.226804124,654.5
swanzey,1354,leasing now hot water included spacious floor plans,2,1079,1.254865616,677
swanzey,1354,modern appliances laundry facility walk in closets,2,1079,1.254865616,677
swanzey,1354,modern fixtures on site professional mgmt walk in closets,2,1079,1.254865616,677
swanzey,1354,perfect location patio wa to wa carpet,2,1079,1.254865616,677
swanzey,1750,unicron property management   15 west st swanzey nh,3,1244,1.406752412,583.3333333
temple,1795,brand new luxurious apartment 5 minutes from peterborough,3,2400,0.747916667,598.3333333
thetford,1200,hanover 10 miles dhmc 12 thetford nicely furnished 1br 2nd floor,1,700,1.714285714,1200
thornton,995,condotownhome in thornton,2,1200,0.829166667,497.5
thornton,2800,beautiful golf course home for rent near watervie,3,2900,0.965517241,933.3333333
tilton,600,studio apartment for rent $150wk   util,1,600,1,600
tilton,900,spacious newly renovated 2 bedroom on one way street,2,1200,0.75,450
tilton,1100,apartment,3,1200,0.916666667,366.6666667
tilton,1500,2 bedroom lake winnisquam condotilton,2,800,1.875,750
tilton,1500,lake winnisquam lake front condo for renttilton,2,800,1.875,750
tilton,1850,lake winnisquam (new hampshire) 3 bedroom,3,1700,1.088235294,616.6666667
tilton,2192,overlooking lake winnisquam,3,1700,1.289411765,730.6666667
tuftonboro,800,4887 sq ft home on lake winnipesaukee 5 bed 4 12 bath sleeps 14,5,5000,0.16,160
tuftonboro,800,4887 sq ft home on lake winnipesaukee boat house sleeps 14 beach,5,4887,0.163699611,160
wakefield,1800,short term rental  in the white mountains,2,1050,1.714285714,900
walpole,825,north walpole 1st floor 2 bedroom,2,1200,0.6875,412.5
walpole,1200,large 4br apt,4,1200,1,300
washington,1150,hhw included  walk to downtown dover ,2,850,1.352941176,575
washington,1500,house on 16 acres,2,1800,0.833333333,750
washington,2150,house in exeter,3,2000,1.075,716.6666667
whitefield,900,36 country viage rd,2,1064,0.845864662,450
whitefield,950,beautiful brand new completely renovated 3 bdr apt,3,900,1.055555556,316.6666667
wilder,895,1 bedroom,1,700,1.278571429,895
wilton,1300,rental 2 bed 1 bath 1000 sqft wilton nh for rent,2,1000,1.3,650
wilton,1500,2 bedroom house for rent,2,1300,1.153846154,750
windham,2775,windham nh hard to find 2850 sf single family homeprivate 3 bedroom,3,2850,0.973684211,925
wolfeboro,835,wolfeboro 2 bedroom apartment  south main st,2,685,1.218978102,417.5
wolfeboro,1026,three bed 25 bathroom place,3,1936,0.529958678,342
wolfeboro,1050,ranch style house for rent,2,1100,0.954545455,525
wolfeboro,1200,wolfeboro apartment,1,744,1.612903226,1200
wolfeboro,1350,2 bdrm ranch 1 car garage $1350mo,2,900,1.5,675
